book,chapter,verse,sentence#,clause#,lex,status,sense_label,sense,action_status,action,#dos,#pdos,#sdos,#inds,#locs,#cpls,text
Reges_I,8,56,124,2,NTN[,,2,make  (to be (as)/to become/to do) [3|resting place] [4|to people~him Israel],!,,2,0,2,0,0,0,[1|>:ACER ] [2|N@TAn ] [3|M:NW.X@H ] [4|L:<AM.OW JIF:R@>;L ] [5|K.:KOL ]
Reges_I,9,6,11,3,NTN[,err,0l,!not encountered!,-,,0,0,0,0,1,1,[1|>:ACER ] [2|N@TAT.IJ ] [3|LIP:N;JKEm ]
Reges_I,9,7,12,2,NTN[,,0i,produce for; yield for; give to [3|to~them:mm],!,,0,0,0,1,0,0,[1|>:ACER ] [2|N@TAT.IJ ] [3|L@HEm ]
Reges_I,9,11,28,1,NTN[,,2,make  (to be (as)/to become/to do) [4|to Hiram] [5|twenty town in earth the Galilee],!,,2,0,2,0,0,0,[1|>@Z ] [2|JIT.;n ] [3|HAM.ELEk: C:LOMOH ] [4|L:XIJR@m ] [5|<EF:RIJm <IJR B.:>EREy HAG.@LIJL00
]
Reges_I,9,12,29,3,NTN[,,0i,produce for; yield for; give to [3|to~him],!,,0,0,0,1,0,0,[1|>:ACER ] [2|N@TAn&] [3|LOW ] [4|C:LOMOH ]
Reges_I,9,13,32,2,NTN[,,0i,produce for; yield for; give to [3|to~me],!,,0,0,0,1,0,0,[1|>:ACER&] [2|N@TAT.@H ] [3|L.IJ ]
Reges_I,9,16,40,1,NTN[,,2,make [2|give~her] (to be (as)/to become/to do) [3|act of sending] [4|to daughter~him woman Solomon],!,,3,1,2,0,0,0,[1|WA] [2|J.IT.:N@H. ] [3|CIL.UXIJm ] [4|L:BIT.OW >;CET C:LOMOH00
]
Reges_I,9,22,43,1,NTN[,,1l,place [6|servant] ... [2|from son Israel],!,,1,0,1,0,1,1,[1|W.] [2|MIB.:N;J JIF:R@>;L ] [3|LO>&] [4|N@TAn ] [5|C:LOMOH ] [6|<@BED ]
Reges_I,10,9,19,3,NTN[,,1l,place [1|to give~you:m] ... [2|upon seat Israel],!,,1,0,1,0,1,1,[1|L:TIT.:k@ ] [2|<AL&K.IS.;> JIF:R@>;L ]
Reges_I,10,10,21,1,NTN[,,2,make  (to be (as)/to become/to do) [3|to the king] [4|hundred and twenty disk gold and balsam-tree be many might and stone rare],!,,2,0,2,0,0,0,[1|WA] [2|T.IT.;n ] [3|LAM.ELEk: ] [4|M;>@H W:<EF:RIJm 05 K.IK.AR Z@H@B W.B:F@MIJm HAR:B.;H M:>OD W:>EBEn J:Q@R@H ]
Reges_I,10,10,22,2,NTN[,,10,produce; yield; give [4|to the king Solomon],!,,1,0,1,0,0,0,[1|>:ACER&] [2|N@T:N@H ] [3|MAL:K.AT&C:B@> ] [4|LAM.ELEk: C:LOMOH00
]
Reges_I,10,13,27,1,NTN[,,2,make  (to be (as)/to become/to do) [4|to queen Sheba] [5|& whole pleasure~her],!,,2,0,2,0,0,0,[1|W:] [2|HAM.ELEk: C:LOMOH ] [3|N@TAn ] [4|L:MAL:K.AT&C:B@> ] [5|>ET&K.@L&XEP:Y@H. ] [6|MIL.:BAD ]
Reges_I,10,13,27,3,NTN[,,0i,produce for; yield for; give to [3|to~her],!,,0,0,0,1,0,0,[1|>:ACER ] [2|N@TAn&] [3|L@H. ] [4|K.:JAD HAM.ELEk: C:LOMOH ]
Reges_I,10,17,34,1,NTN[,,1l,place [2|give~them:mm] ... [4|house wood the Lebanon],!,,1,0,1,0,1,1,[1|WA] [2|J.IT.:N;m ] [3|HAM.ELEk: ] [4|B.;JT JA<AR HAL.:B@NOWn00 P 
]
Reges_I,10,24,50,3,NTN[,err,0l,!not encountered!,-,,0,0,0,0,1,1,[1|>:ACER&] [2|N@TAn ] [3|>:ELOHIJm ] [4|B.:LIB.OW00
]
Reges_I,10,27,55,1,NTN[,,2,make  (to be (as)/to become/to do) [4|& the silver] [6|as the stone],!,,2,0,2,0,1,1,[1|WA] [2|J.IT.;n ] [3|HAM.ELEk: ] [4|>ET&HAK.ESEp ] [5|B.IJRW.C@LAIm ] [6|K.@>:AB@NIJm ]
Reges_I,10,27,56,1,NTN[,,2,make  (to be (as)/to become/to do) [2|& the cedar] [4|as the sycomore],!,,2,0,2,0,0,0,[1|W:] [2|>;T H@>:AR@ZIJm ] [3|N@TAn ] [4|K.AC.IQ:MIJm ]
Reges_I,11,11,21,1,NTN[,,2,make  (to be (as)/to become/to do) [2|give~her] [3|to servant~you:m],!,,2,0,2,0,0,0,[1|W.] [2|N:TAT.IJH@ ] [3|L:<AB:D.Ek@00
]
Reges_I,11,13,25,1,NTN[,,2,make  (to be (as)/to become/to do) [1|rod one] [3|to son~you:m],!,,2,0,2,0,0,0,[1|C;BEV >EX@D ] [2|>ET.;n ] [3|LIB:NEk@ ] [4|L:MA<An D.@WID <AB:D.IJ W.L:MA<An J:RW.C@LAIm ]
Reges_I,11,18,37,1,NTN[,,1i,give [4|house and bread] to [3|to~him],!,,1,0,1,1,0,0,[1|WA] [2|J.IT.En&] [3|LOW ] [4|BAJIT W:LEXEm ]
Reges_I,11,18,39,1,NTN[,,1i,give [2|earth] to [4|to~him],!,,1,0,1,1,0,0,[1|W:] [2|>EREy ] [3|N@TAn ] [4|LOW00
]
Reges_I,11,19,41,1,NTN[,,2,make [4|woman] (to be (as)/to become/to do) [5|& sister woman~him sister Tahpenes the mistress],!,,2,1,1,1,0,0,[1|WA] [2|J.IT.En&] [3|LOW ] [4|>IC.@H ] [5|>ET&>:AXOWT >IC:T.OW >:AXOWT T.AX:P.:N;JS HAG.:BIJR@H00
]
Reges_I,11,31,84,1,NTN[,,1i,give [4|& ten the rod] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W:] [2|N@TAT.IJ ] [3|L:k@ ] [4|>;T <:AF@R@H HAC.:B@VIJm00
]
Reges_I,11,35,89,1,NTN[,,1i,give [2|give~her] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W.] [2|N:TAT.IJH@ ] [3|L.:k@ ] [4|>;T <:AFERET HAC.:B@VIJm00
]
Reges_I,11,36,90,1,NTN[,,2,make  (to be (as)/to become/to do) [2|to son~him] [4|rod one],!,,2,0,2,0,0,0,[1|W:] [2|LIB:NOW ] [3|>ET.;n ] [4|C;BEV&>EX@D ]
Reges_I,11,38,100,1,NTN[,,1i,give [4|& Israel] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W:] [2|N@TAT.IJ ] [3|L:k@ ] [4|>ET&JIF:R@>;L00
]
Reges_I,12,4,11,3,NTN[,wrn,0c,produce; yield; give [3|upon~us],?,[3|upon~us] taken as extra direct object besides ,0,0,0,0,0,1,[1|>:ACER&] [2|N@TAn ] [3|<@L;JNW. ]
Reges_I,12,9,30,2,NTN[,wrn,0c,produce; yield; give [4|upon~us],?,[4|upon~us] taken as extra direct object besides ,0,0,0,0,0,1,[1|>:ACER&] [2|N@TAn ] [3|>@BIJk@ ] [4|<@L;JNW.00
]
Reges_I,12,29,97,1,NTN[,,1l,place [2|& the one] ... [4|in Dan],!,,1,0,1,0,1,1,[1|W:] [2|>ET&H@>EX@D ] [3|N@TAn ] [4|B.:D@n00
]
Reges_I,13,3,11,1,NTN[,,10,produce; yield; give [4|sign],!,,1,0,1,0,0,0,[1|W:] [2|N@TAn ] [3|B.AJ.OWm HAHW.> ] [4|MOWP;T ]
Reges_I,13,5,21,3,NTN[,,00,(act of) producing; yielding; giving (in itself),!,,0,0,0,0,0,0,[1|>:ACER ] [2|N@TAn ] [3|>IJC H@>:ELOHIJm ] [4|B.ID:BAR J:HW@H00
]
Reges_I,13,7,33,1,NTN[,,1i,give [4|gift] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W:] [2|>ET.:N@H ] [3|L:k@ ] [4|MAT.@T00
]
Reges_I,13,8,35,1,NTN[,,1i,give [4|& half house~you:m] to [3|to~me],!,,1,0,1,1,0,0,[1|>Im&] [2|T.IT.En&] [3|LIJ ] [4|>ET&X:AYIJ B;JTEk@ ]
Reges_I,13,26,111,1,NTN[,,2,make  (to be (as)/to become/to do) [2|give~him] [4|to the lion],!,,2,0,2,0,0,0,[1|WA] [2|J.IT.:N;HW. ] [3|J:HW@H ] [4|L@>AR:J;H ]
Reges_I,14,7,33,1,NTN[,,2,make [2|give~you:m] (to be (as)/to become/to do) [3|chief],!,,2,1,1,0,1,1,[1|W@] [2|>ET.EN:k@ ] [3|N@GIJD ] [4|<AL <AM.IJ JIF:R@>;L00
]
Reges_I,14,8,35,1,NTN[,,1i,give [2|give~her] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W@] [2|>ET.:NEH@ ] [3|L@k: ]
Reges_I,14,15,55,2,NTN[,,10,produce; yield; give [3|to father~them:mm],!,,1,0,1,0,0,0,[1|>:ACER ] [2|N@TAn ] [3|LA>:ABOWT;JHEm ]
Reges_I,14,16,57,1,NTN[,,10,produce; yield; give [3|& Israel],!,,1,0,1,0,0,0,[1|W:] [2|JIT.;n ] [3|>ET&JIF:R@>;L ] [4|B.IG:LAL XAV.O>WT J@R@B:<@m ]
Reges_I,15,4,6,1,NTN[,,1i,give [6|lamp in Jerusalem] to [5|to~him],!,,1,0,1,1,0,0,[1|K.IJ ] [2|L:MA<An D.@WID ] [3|N@TAn ] [4|J:HW@H >:ELOH@JW ] [5|LOW ] [6|NIJR B.IJRW.C@L@Im ]
Reges_I,15,17,28,2,NTN[,,2,make  (to be (as)/to become/to do) [2|go out and come] [3|to Asa king Judah],!,,2,0,2,0,0,0,[1|L:BIL:T.IJ T.;T ] [2|JOY;> W@B@> ] [3|L:>@S@> MELEk: J:HW.D@H00
]
Reges_I,15,18,30,1,NTN[,,1l,place [2|give~them:mm] ... [3|in hand servant~him],!,,1,0,1,0,1,1,[1|WA] [2|J.IT.:N;m ] [3|B.:JAD&<:AB@D@JW ]
Reges_I,16,2,2,2,NTN[,,2,make [2|give~you:m] (to be (as)/to become/to do) [3|chief],!,,2,1,1,0,1,1,[1|W@] [2|>ET.EN:k@ ] [3|N@GIJD ] [4|<AL <AM.IJ JIF:R@>;L ]
Reges_I,16,3,3,1,NTN[,,2,make  (to be (as)/to become/to do) [3|& house~you:m] [4|as house Jeroboam son Nebat],!,,2,0,2,0,0,0,[1|W:] [2|N@TAT.IJ ] [3|>ET&B.;JT:k@ ] [4|K.:B;JT J@R@B:<@m B.En&N:B@V00
]
Reges_I,17,14,55,3,NTN[,wrn,1c,make [3|rain] (to be (as)/to become/to do) [4|upon face the soil],?,[4|upon face the soil] taken as extra direct object besides [3|rain],1,0,1,0,0,1,[1|T.;T&] [2|J:HW@H ] [3|G.ECEm ] [4|<AL&P.:N;J H@>:AD@M@H00
]
Reges_I,17,19,68,1,NTN[,,1i,give [3|& son~you:f] to [2|to~me],!,,1,0,1,1,0,0,[1|T.:NIJ&] [2|LIJ ] [3|>ET&B.:N;k: ]
Reges_I,17,23,85,1,NTN[,,2,make  (to be (as)/to become/to do) [2|give~him] [3|to mother~him],!,,2,0,2,0,0,0,[1|WA] [2|J.IT.:N;HW. ] [3|L:>IM.OW ]
Reges_I,18,1,5,1,NTN[,wrn,1c,make [3|rain] (to be (as)/to become/to do) [4|upon face the soil],?,[4|upon face the soil] taken as extra direct object besides [3|rain],1,0,1,0,0,1,[1|W:] [2|>ET.:N@H ] [3|M@V@R ] [4|<AL&P.:N;J H@>:AD@M@H00
]
Reges_I,18,9,35,1,NTN[,,1l,place [4|& servant~you:m] ... [5|in hand Ahab],!,,1,0,1,0,1,1,[1|K.IJ&] [2|>AT.@H ] [3|NOT;n ] [4|>ET&<AB:D.:k@ ] [5|B.:JAD&>AX:>@B ]
Reges_I,18,23,85,1,NTN[,,1i,give [4|two young bull] to [3|to~us],!,,1,0,1,1,0,0,[1|W:] [2|JIT.:NW.&] [3|L@NW. ] [4|C:NAJIm P.@RIJm ]
Reges_I,18,23,91,1,NTN[,wrn,0c,produce; yield; give [3|upon the tree],?,[3|upon the tree] taken as extra direct object besides ,0,0,0,0,0,1,[1|W:] [2|N@TAT.IJ ] [3|<AL&H@<;YIJm ]
Reges_I,18,26,106,2,NTN[,,0i,produce for; yield for; give to [3|to~them:mm],!,,0,0,0,1,0,0,[1|>:ACER&] [2|N@TAn ] [3|L@HEm ]
Reges_I,19,21,110,1,NTN[,,10,produce; yield; give [3|to the people],!,,1,0,1,0,0,0,[1|WA] [2|J.IT.;n ] [3|L@<@m ]
Reges_I,20,5,17,1,NTN[,,1i,give [1|silver~you:m and gold~you:m and woman~you:m and son~you:m] to [2|to~me],!,,1,0,1,1,0,0,[1|K.AS:P.:k@ W.Z:H@B:k@ W:N@CEJk@ W.B@NEJk@ ] [2|LIJ ] [3|TIT.;n00
]
Reges_I,20,13,55,1,NTN[,,1l,place [2|give~him] ... [3|in hand~you:m],!,,1,0,1,0,1,1,[1|HIN:NIJ ] [2|NOT:NOW ] [3|B:J@D:k@ ] [4|HAJ.OWm ]
Reges_I,20,28,123,1,NTN[,,1l,place [3|& whole the commotion the great the this] ... [4|in hand~you:m],!,,1,0,1,0,1,1,[1|W:] [2|N@TAT.IJ ] [3|>ET&K.@L&HEH@MOWn HAG.@DOWL HAZ.EH ] [4|B.:J@DEk@ ]
Reges_I,21,2,4,1,NTN[,,1i,give [3|& vineyard~you:m] to [2|to~me],!,,1,0,1,1,0,0,[1|T.:N@H&] [2|L.IJ ] [3|>ET&K.AR:M:k@ ]
Reges_I,21,2,7,1,NTN[,,1i,give [5|vineyard] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W:] [2|>ET.:N@H ] [3|L:k@ ] [4|T.AX:T.@JW ] [5|K.EREm ]
Reges_I,21,2,8,2,NTN[,,1i,give [3|silver price this] to [2|to~you:m],!,,1,0,1,1,0,0,[1|>ET.:N@H&] [2|L:k@ ] [3|KESEp M:XIJR ZEH00
]
Reges_I,21,3,10,2,NTN[,,1i,give [2|& heritage father~me] to [3|to~you:m],!,,1,0,1,1,0,0,[1|MIT.IT.IJ ] [2|>ET&NAX:ALAT >:ABOTAJ ] [3|L@k:00
]
Reges_I,21,4,12,1,NTN[,,1i,give [4|& heritage father~me] to [3|to~you:m],!,,1,0,1,1,0,0,[1|LO>&] [2|>ET.;n ] [3|L:k@ ] [4|>ET&NAX:ALAT >:ABOWT@J ]
Reges_I,21,6,23,1,NTN[,,1i,give [3|& vineyard~you:m] to [2|to~me],!,,1,0,1,1,0,0,[1|T.:N@H&] [2|L.IJ ] [3|>ET&K.AR:M:k@ ] [4|B.:KESEp ]
Reges_I,21,6,24,1,NTN[,,1i,give [4|vineyard] to [3|to~you:m],!,,1,0,1,1,0,0,[1|>OW ] [2|>ET.:N@H&] [3|L:k@ ] [4|KEREm ] [5|T.AX:T.@JW ]
Reges_I,21,6,26,1,NTN[,,1i,give [4|& vineyard~me] to [3|to~you:m],!,,1,0,1,1,0,0,[1|LO>&] [2|>ET.;n ] [3|L:k@ ] [4|>ET&K.AR:MIJ00
]
Reges_I,21,7,32,1,NTN[,,1i,give [4|& vineyard Naboth the Jezreelite] to [3|to~you:m],!,,1,0,1,1,0,0,[1|>:ANIJ ] [2|>ET.;n ] [3|L:k@ ] [4|>ET&K.EREm N@BOWT HAJ.IZ:R:<;>LIJ00
]
Reges_I,21,15,61,3,NTN[,,0i,produce for; yield for; give to [2|to~you:m],!,,0,0,0,1,0,0,[1|L@TET&] [2|L:k@ ] [3|B:KESEp ]
Reges_I,21,22,84,1,NTN[,,10,produce; yield; give [3|& house~you:m],!,,1,0,1,0,0,0,[1|W:] [2|N@TAT.IJ ] [3|>ET&B.;JT:k@ ] [4|K.:B;JT J@R@B:<@m B.En&N:B@V W.K:B;JT B.A<:C@> BEn&>:AXIJ.@H ]
Reges_I,22,6,22,1,NTN[,err,0l,!not encountered!,-,,0,0,0,0,1,1,[1|W:] [2|JIT.;n ] [3|>:ADON@J ] [4|B.:JAD HAM.ELEk:00
]
Reges_I,22,12,45,1,NTN[,err,0l,!not encountered!,-,,0,0,0,0,1,1,[1|W:] [2|N@TAn ] [3|J:HW@H ] [4|B.:JAD HAM.ELEk:00
]
Reges_I,22,15,59,1,NTN[,err,0l,!not encountered!,-,,0,0,0,0,1,1,[1|W:] [2|N@TAn ] [3|J:HW@H ] [4|B.:JAD HAM.ELEk:00
]
Reges_I,22,23,94,1,NTN[,,1l,place [4|wind lie] ... [5|in mouth whole prophet~you:m these],!,,1,0,1,0,1,1,[1|HIN.;H ] [2|N@TAn ] [3|J:HW@H ] [4|RW.XA CEQER ] [5|B.:PIJ K.@L&N:BIJ>EJk@ >;L.EH ]
Reges_II,3,10,31,2,NTN[,,1l,place [2|&~them:mm] ... [3|in hand Moab],!,,1,0,1,0,1,1,[1|L@T;T ] [2|>OWT@m ] [3|B.:JAD&MOW>@B00
]
Reges_II,3,13,46,2,NTN[,,1l,place [2|&~them:mm] ... [3|in hand Moab],!,,1,0,1,0,1,1,[1|L@T;T ] [2|>OWT@m ] [3|B.:JAD&MOW>@B00
]
Reges_II,3,18,65,1,NTN[,,1l,place [3|& Moab] ... [4|in hand~you:mm],!,,1,0,1,0,1,1,[1|W:] [2|N@TAn ] [3|>ET&MOW>@B ] [4|B.:JED:KEm00
]
Reges_II,4,42,213,1,NTN[,,10,produce; yield; give [2|to the people],!,,1,0,1,0,0,0,[1|T.;n ] [2|L@<@m ]
Reges_II,4,43,216,1,NTN[,,1l,place [3|this] ... [4|to face hundred man],!,,1,0,1,0,1,1,[1|M@H ] [2|>ET.;n ] [3|ZEH ] [4|LIP:N;J M;>@H >IJC ]
Reges_II,4,43,218,1,NTN[,,10,produce; yield; give [2|to the people],!,,1,0,1,0,0,0,[1|T.;n ] [2|L@<@m ]
Reges_II,4,44,223,1,NTN[,err,0l,!not encountered!,-,,0,0,0,0,1,1,[1|WA] [2|J.IT.;n ] [3|LIP:N;JHEm ]
Reges_II,5,1,3,1,NTN[,,2,make  (to be (as)/to become/to do) [5|salvation] [6|to Aram],!,,2,0,2,0,0,0,[1|K.IJ&] [2|BOW ] [3|N@TAn&] [4|J:HW@H ] [5|T.:CW.<@H ] [6|LA>:AR@m ]
Reges_II,5,22,101,1,NTN[,,1i,give [4|disk silver and two substitute garment] to [3|to~them:mm],!,,1,0,1,1,0,0,[1|T.:N@H&] [2|N.@> ] [3|L@HEm ] [4|K.IK.AR&K.ESEp W.C:T.;J X:ALIPOWT B.:G@DIJm00
]
Reges_II,5,23,107,1,NTN[,wrn,0c,produce; yield; give [3|to two boy~him],?,[3|to two boy~him] taken as extra direct object besides ,0,0,0,0,0,1,[1|WA] [2|J.IT.;n ] [3|>EL&C:N;J N:<@R@JW ]
Reges_II,6,28,127,1,NTN[,,10,produce; yield; give [2|& son~you:f],!,,1,0,1,0,0,0,[1|T.:NIJ ] [2|>ET&B.:N;k: ]
Reges_II,6,29,133,1,NTN[,,10,produce; yield; give [2|& son~you:f],!,,1,0,1,0,0,0,[1|T.:NIJ ] [2|>ET&B.:N;k: ]
Reges_II,8,6,23,1,NTN[,,1i,give [5|official one] to [3|to~her],!,,1,0,1,1,0,0,[1|WA] [2|J.IT.En&] [3|L@H. ] [4|HAM.ELEk: ] [5|S@RIJS >EX@D ]
Reges_II,8,19,82,4,NTN[,,1i,give [3|lamp] to [2|to~him],!,,1,0,1,1,0,0,[1|L@T;T ] [2|LOW ] [3|NIJR ] [4|L:B@N@JW ] [5|K.@L&HAJ.@MIJm00
]
Reges_II,9,9,39,1,NTN[,,2,make  (to be (as)/to become/to do) [3|& house Ahab] [4|as house Jeroboam son Nebat and as house Baasha son Ahijah],!,,2,0,2,0,0,0,[1|W:] [2|N@TAT.IJ ] [3|>ET&B.;JT >AX:>@B ] [4|K.:B;JT J@R@B:<@m B.En&N:B@V W.K:B;JT B.A<:C@> BEn&>:AXIJ.@H00
]
Reges_II,10,15,71,1,NTN[,,10,produce; yield; give [2|& hand~you:m],!,,1,0,1,0,0,0,[1|T.:N@H ] [2|>ET&J@DEk@ ]
Reges_II,10,15,72,1,NTN[,,10,produce; yield; give [3|hand~him],!,,1,0,1,0,0,0,[1|WA] [2|J.IT.;n ] [3|J@DOW ]
Reges_II,11,10,27,1,NTN[,,2,make  (to be (as)/to become/to do) [4|to chief the hundred] [5|& the spear and & the shield],!,,2,0,2,0,0,0,[1|WA] [2|J.IT.;n ] [3|HAK.OH;n ] [4|L:F@R;J HAM.;>OWT ] [5|>ET&HAX:ANIJT W:>ET&HAC.:L@VIJm ]
Reges_II,11,12,31,1,NTN[,wrn,1c,make [4|& the consecration and & the reminder] (to be (as)/to become/to do) [3|upon~him],?,[3|upon~him] taken as extra direct object besides [4|& the consecration and & the reminder],1,0,1,0,0,1,[1|WA] [2|J.IT.;n ] [3|<@L@JW ] [4|>ET&HAN.;ZER W:>ET&H@<;DW.T ]
Reges_II,12,8,18,1,NTN[,,2,make  (to be (as)/to become/to do) [2|to breach the house] [3|give~him],!,,2,0,2,0,0,0,[1|K.IJ&] [2|L:BEDEQ HAB.AJIT ] [3|T.IT.:NUHW.00
]
Reges_II,12,10,22,1,NTN[,,1l,place [3|&~him] ... [4|side the altar from right-hand side],!,,1,0,1,0,1,1,[1|WA] [2|J.IT.;n ] [3|>OTOW ] [4|>;YEL HAM.IZ:B.;XA MIJ.@MIJn ]
Reges_II,12,10,23,1,NTN[,,1l,place [5|& whole the silver] ... [3|toward there],!,,1,0,1,0,1,1,[1|W:] [2|N@T:NW.&] [3|C@M.@H ] [4|HAK.OH:ANIJm COM:R;J HAS.Ap ] [5|>ET&K.@L&HAK.ESEp ]
Reges_II,12,12,28,1,NTN[,wrn,1c,make [3|& the silver the estimate] (to be (as)/to become/to do) [4|upon hand make the work],?,[4|upon hand make the work] taken as extra direct object besides [3|& the silver the estimate],1,0,1,0,0,1,[1|W:] [2|N@T:NW. ] [3|>ET&HAK.ESEp HAM:TUK.@n ] [4|<AL&J:D;J <OF;J HAM.:L@>K@H ]
Reges_II,12,15,31,1,NTN[,,2,make  (to be (as)/to become/to do) [2|to make the work] [3|give~him],!,,2,0,2,0,0,0,[1|K.IJ&] [2|L:<OF;J HAM.:L@>K@H ] [3|JIT.:NUHW. ]
Reges_II,12,16,33,2,NTN[,wrn,1c,make [3|& the silver] (to be (as)/to become/to do) [4|upon hand~them:mm],?,[4|upon hand~them:mm] taken as extra direct object besides [3|& the silver],1,0,1,0,0,1,[1|>:ACER ] [2|JIT.:NW. ] [3|>ET&HAK.ESEp ] [4|<AL&J@D@m ]
Reges_II,12,16,33,3,NTN[,,10,produce; yield; give [2|to make the work],!,,1,0,1,0,0,0,[1|L@T;T ] [2|L:<OF;J HAM.:L@>K@H ]
Reges_II,13,3,6,1,NTN[,,1l,place [2|give~them:mm] ... [3|in hand Hazael king Aram and in hand Ben-Hadad son Hazael],!,,1,0,1,0,1,1,[1|WA] [2|J.IT.:N;m ] [3|B.:JAD 05 X:AZ@>;L MELEk:&>:AR@m W.B:JAD B.En&H:ADAD B.En&X:AZ@>;L ] [4|K.@L&HAJ.@MIJm00
]
Reges_II,13,5,10,1,NTN[,,2,make  (to be (as)/to become/to do) [4|to Israel] [5|help],!,,2,0,2,0,0,0,[1|WA] [2|J.IT.;n ] [3|J:HW@H ] [4|L:JIF:R@>;L ] [5|MOWCIJ<A ]
Reges_II,14,9,24,1,NTN[,,2,make  (to be (as)/to become/to do) [2|& daughter~you:m] [3|to son~me] [4|to woman],!,,3,0,3,0,0,0,[1|T.:N@H&] [2|>ET&B.IT.:k@ ] [3|LIB:NIJ ] [4|L:>IC.@H ]
Reges_II,15,19,44,1,NTN[,,2,make  (to be (as)/to become/to do) [4|to Pul] [5|thousand disk silver],!,,2,0,2,0,0,0,[1|WA] [2|J.IT.;n ] [3|M:NAX;m ] [4|L:PW.L ] [5|>ELEp K.IK.AR&K.@SEp ]
Reges_II,15,20,45,2,NTN[,,10,produce; yield; give [2|to king Asshur],!,,1,0,1,0,0,0,[1|L@T;T ] [2|L:MELEk: >AC.W.R ]
Reges_II,16,14,39,4,NTN[,,1l,place [3|&~him] ... [4|toward upon upper thigh the altar north],!,,1,0,1,0,1,1,[1|WA] [2|J.IT.;n ] [3|>OTOW ] [4|<AL&JEREk: HAM.IZ:B.;XA Y@POWN@H00
]
Reges_II,16,17,48,1,NTN[,wrn,1c,make [3|&~him] (to be (as)/to become/to do) [4|upon pavement stone],?,[4|upon pavement stone] taken as extra direct object besides [3|&~him],1,0,1,0,0,1,[1|WA] [2|J.IT.;n ] [3|>OTOW ] [4|<AL MAR:YEPET >:AB@NIJm00
]
Reges_II,17,20,46,1,NTN[,,1l,place [2|give~them:mm] ... [3|in hand spoil],!,,1,0,1,0,1,1,[1|WA] [2|J.IT.:N;m ] [3|B.:JAD&COSIJm ]
Reges_II,18,14,39,1,NTN[,wrn,0c,produce; yield; give [3|upon~me],?,[3|upon~me] taken as extra direct object besides ,0,0,0,0,0,1,[1|>;T >:ACER&] [2|T.IT.;n ] [3|<@LAJ ]
Reges_II,18,15,41,1,NTN[,,10,produce; yield; give [4|& whole the silver],!,,1,0,1,0,0,0,[1|WA] [2|J.IT.;n ] [3|XIZ:QIJ.@H ] [4|>ET&K.@L&HAK.ESEp ]
Reges_II,18,16,43,1,NTN[,,2,make  (to be (as)/to become/to do) [2|give~them:mm] [3|to king Asshur],!,,2,0,2,0,0,0,[1|WA] [2|J.IT.:N;m ] [3|L:MELEk: >AC.W.R00 P 
]
Reges_II,18,23,70,1,NTN[,,1i,give [4|thousand horse] to [3|to~you:m],!,,1,0,1,1,0,0,[1|W:] [2|>ET.:N@H ] [3|L:k@ ] [4|>AL:P.AJIm SW.SIJm ]
Reges_II,18,23,71,2,NTN[,wrn,1c,make [3|ride] (to be (as)/to become/to do) [4|upon~them:mm],?,[4|upon~them:mm] taken as extra direct object besides [3|ride],1,0,1,0,0,1,[1|L@TET ] [2|L:k@ ] [3|ROK:BIJm ] [4|<:AL;JHEm00
]
Reges_II,19,7,19,1,NTN[,,1l,place [4|wind] ... [3|in~him],!,,1,0,1,0,1,1,[1|HIN:NIJ ] [2|NOT;n ] [3|B.OW ] [4|RW.XA ]
Reges_II,19,18,53,1,NTN[,,1l,place [3|& god(s)~them:mm] ... [4|in the fire],!,,1,0,1,0,1,1,[1|W:] [2|N@T:NW. ] [3|>ET&>:ELOH;JHEm ] [4|B.@>;C ]
Reges_II,21,8,21,3,NTN[,,10,produce; yield; give [3|to father~them:mm],!,,1,0,1,0,0,0,[1|>:ACER ] [2|N@TAT.IJ ] [3|LA>:ABOWT@m ]
Reges_II,21,14,35,1,NTN[,,1l,place [2|give~them:mm] ... [3|in hand be hostile~them:mm],!,,1,0,1,0,1,1,[1|W.] [2|N:TAT.IJm ] [3|B.:JAD >OJ:B;JHEm ]
Reges_II,22,5,11,1,NTN[,wrn,1c,make [2|give~him] (to be (as)/to become/to do) [3|upon hand make the work],?,[3|upon hand make the work] taken as extra direct object besides [2|give~him],1,0,1,0,0,1,[1|W:] [2|JIT.:NUHW. ] [3|<AL&JAD <OF;J HAM.:L@>K@H ]
Reges_II,22,5,12,1,NTN[,,2,make  (to be (as)/to become/to do) [3|&~him] [4|to make the work],!,,2,0,2,0,0,0,[1|W:] [2|JIT.:NW. ] [3|>OTOW ] [4|L:<OF;J HAM.:L@>K@H ] [5|LEX@R@CIJm W:LAB.ONIJm W:LAG.OD:RIJm ]
Reges_II,22,8,17,1,NTN[,,1i,give [4|& the letter] to [5|to Shaphan],!,,1,0,1,1,0,0,[1|WA] [2|J.IT.;n ] [3|XIL:QIJ.@H ] [4|>ET&HAS.;PER ] [5|>EL&C@P@n ]
