passage	phrase_text	phrase_gloss	head	attributive	#words_mother	#nouns_mother
Leviticus 14:53	אֶת־הַצִּפֹּ֧ר הַֽחַיָּ֛ה 	<object marker> the bird the alive	הַצִּפֹּ֧ר 	הַֽחַיָּ֛ה 	2	1
Leviticus 15:13	בְּמַ֥יִם חַיִּ֖ים 	in water alive	מַ֥יִם 	חַיִּ֖ים 	1	1
Leviticus 15:14	בַיֹּ֣ום הַשְּׁמִינִ֗י 	in the day the eighth	יֹּ֣ום 	הַשְּׁמִינִ֗י 	2	1
Leviticus 15:25	יָמִ֣ים רַבִּ֗ים 	day much	יָמִ֣ים 	רַבִּ֗ים 	1	1
Leviticus 15:29	בַיֹּ֣ום הַשְּׁמִינִ֗י 	in the day the eighth	יֹּ֣ום 	הַשְּׁמִינִ֗י 	2	1
Leviticus 16:12	מְלֹ֣א חָפְנָ֔יו קְטֹ֥רֶת סַמִּ֖ים דַּקָּ֑ה 	fullness hollow smoke of sacrifice perfume thin	קְטֹ֥רֶת סַמִּ֖ים 	דַּקָּ֑ה 	2	2
Leviticus 16:20	אֶת־הַשָּׂעִ֥יר הֶחָֽי׃ 	<object marker> the he-goat the alive	הַשָּׂעִ֥יר 	הֶחָֽי׃ 	2	1
Leviticus 16:21	עַ֨ל רֹ֣אשׁ הַשָּׂעִיר֮ הַחַי֒ 	upon head the he-goat the alive	הַשָּׂעִיר֮ 	הַחַי֒ 	2	1
Leviticus 16:21	בְּיַד־אִ֥ישׁ עִתִּ֖י 	in hand man ready	יַד־אִ֥ישׁ 	עִתִּ֖י 	2	2
Leviticus 16:24	בְּמָקֹ֣ום קָדֹ֔ושׁ 	in place holy	מָקֹ֣ום 	קָדֹ֔ושׁ 	1	1
Leviticus 16:29	בַּחֹ֣דֶשׁ הַ֠שְּׁבִיעִי בֶּֽעָשֹׂ֨ור לַחֹ֜דֶשׁ 	in the month the seventh in the a ten to the month	חֹ֣דֶשׁ 	הַ֠שְּׁבִיעִי 	2	1
Leviticus 19:7	בַּיֹּ֣ום הַשְּׁלִישִׁ֑י 	in the day the third	יֹּ֣ום 	הַשְּׁלִישִׁ֑י 	2	1
Leviticus 19:24	בַשָּׁנָה֙ הָרְבִיעִ֔ת 	in the year the fourth	שָּׁנָה֙ 	הָרְבִיעִ֔ת 	2	1
Leviticus 19:25	בַשָּׁנָ֣ה הַחֲמִישִׁ֗ת 	in the year the fifth	שָּׁנָ֣ה 	הַחֲמִישִׁ֗ת 	2	1
Leviticus 20:18	אֶת־אִשָּׁ֜ה דָּוָ֗ה 	<object marker> woman unwell	אִשָּׁ֜ה 	דָּוָ֗ה 	1	1
Leviticus 20:24	אֹתָ֔הּ אֶ֛רֶץ זָבַ֥ת חָלָ֖ב וּדְבָ֑שׁ 	<object marker> earth flow milk and honey	אֶ֛רֶץ 	זָבַ֥ת חָלָ֖ב וּדְבָ֑שׁ 	1	1
Leviticus 20:25	בֵּֽין־הַבְּהֵמָ֤ה הַטְּהֹרָה֙ 	interval the cattle the pure	הַבְּהֵמָ֤ה 	הַטְּהֹרָה֙ 	2	1
Leviticus 20:25	בֵין־הָעֹ֥וף הַטָּמֵ֖א 	interval the birds the unclean	הָעֹ֥וף 	הַטָּמֵ֖א 	2	1
Leviticus 21:7	אִשָּׁ֨ה זֹנָ֤ה וַחֲלָלָה֙ 	woman fornicate and pierced	אִשָּׁ֨ה 	זֹנָ֤ה וַחֲלָלָה֙ 	1	1
Leviticus 21:18	כָל־אִ֛ישׁ אִ֤ישׁ עִוֵּר֙ אֹ֣ו פִסֵּ֔חַ אֹ֥ו חָרֻ֖ם אֹ֥ו שָׂרֽוּעַ׃ 	whole man man blind or lame or mutilate or deform	אִ֤ישׁ 	עִוֵּר֙ אֹ֣ו פִסֵּ֔חַ אֹ֥ו חָרֻ֖ם אֹ֥ו שָׂרֽוּעַ׃ 	1	1
Leviticus 22:10	כָל־זָ֖ר 	whole strange	כָל־	זָ֖ר 	1	1
Leviticus 22:12	לְאִ֣ישׁ זָ֑ר 	to man strange	אִ֣ישׁ 	זָ֑ר 	1	1
Leviticus 22:13	כָל־זָ֖ר 	whole strange	כָל־	זָ֖ר 	1	1
Leviticus 22:19	תָּמִ֣ים זָכָ֔ר בַּבָּקָ֕ר בַּכְּשָׂבִ֖ים וּבָֽעִזִּֽים׃ 	complete male in the cattle in the young ram and in the goat	תָּמִ֣ים 	זָכָ֔ר 	1	0
Leviticus 22:23	שֹׁ֥ור וָשֶׂ֖ה שָׂר֣וּעַ וְקָל֑וּט 	bullock and lamb deform and stunt	שֹׁ֥ור וָשֶׂ֖ה 	שָׂר֣וּעַ וְקָל֑וּט 	3	2
Leviticus 23:3	בַיֹּ֣ום הַשְּׁבִיעִ֗י 	in the day the seventh	יֹּ֣ום 	הַשְּׁבִיעִ֗י 	2	1
Leviticus 23:5	בַּחֹ֣דֶשׁ הָרִאשֹׁ֗ון בְּאַרְבָּעָ֥ה עָשָׂ֛ר לַחֹ֖דֶשׁ בֵּ֣ין הָעַרְבָּ֑יִם 	in the month the first in four -teen to the month interval the evening	חֹ֣דֶשׁ 	הָרִאשֹׁ֗ון 	2	1
Leviticus 23:7	בַּיֹּום֙ הָֽרִאשֹׁ֔ון 	in the day the first	יֹּום֙ 	הָֽרִאשֹׁ֔ון 	2	1
Leviticus 23:8	בַּיֹּ֤ום הַשְּׁבִיעִי֙ 	in the day the seventh	יֹּ֤ום 	הַשְּׁבִיעִי֙ 	2	1
Leviticus 23:12	כֶּ֣בֶשׂ תָּמִ֧ים בֶּן־שְׁנָתֹ֛ו 	young ram complete son year	כֶּ֣בֶשׂ 	תָּמִ֧ים 	1	1
Leviticus 23:15	שֶׁ֥בַע שַׁבָּתֹ֖ות תְּמִימֹ֥ת 	seven sabbath complete	שֶׁ֥בַע שַׁבָּתֹ֖ות 	תְּמִימֹ֥ת 	2	2
Leviticus 23:16	עַ֣ד מִֽמָּחֳרַ֤ת הַשַּׁבָּת֙ הַשְּׁבִיעִ֔ת 	unto from next day the sabbath the seventh	הַשַּׁבָּת֙ 	הַשְּׁבִיעִ֔ת 	2	1
Leviticus 23:16	מִנְחָ֥ה חֲדָשָׁ֖ה 	present new	מִנְחָ֥ה 	חֲדָשָׁ֖ה 	1	1
Leviticus 23:18	שִׁבְעַ֨ת כְּבָשִׂ֤ים תְּמִימִם֙ בְּנֵ֣י שָׁנָ֔ה וּפַ֧ר בֶּן־בָּקָ֛ר אֶחָ֖ד וְאֵילִ֣ם שְׁנָ֑יִם 	seven young ram complete son year and young bull son cattle one and ram, despot two	כְּבָשִׂ֤ים 	תְּמִימִם֙ 	1	1
Leviticus 23:24	בַּחֹ֨דֶשׁ הַשְּׁבִיעִ֜י בְּאֶחָ֣ד לַחֹ֗דֶשׁ 	in the month the seventh in one to the month	חֹ֨דֶשׁ 	הַשְּׁבִיעִ֜י 	2	1
Leviticus 23:27	אַ֡ךְ בֶּעָשֹׂ֣ור לַחֹדֶשׁ֩ הַשְּׁבִיעִ֨י הַזֶּ֜ה 	only in the a ten to the month the seventh the this	חֹדֶשׁ֩ 	הַשְּׁבִיעִ֨י 	2	1
Leviticus 23:34	בַּחֲמִשָּׁ֨ה עָשָׂ֜ר יֹ֗ום לַחֹ֤דֶשׁ הַשְּׁבִיעִי֙ הַזֶּ֔ה 	in five -teen day to the month the seventh the this	חֹ֤דֶשׁ 	הַשְּׁבִיעִי֙ 	2	1
Leviticus 23:35	בַּיֹּ֥ום הָרִאשֹׁ֖ון 	in the day the first	יֹּ֥ום 	הָרִאשֹׁ֖ון 	2	1
Leviticus 23:36	בַּיֹּ֣ום הַשְּׁמִינִ֡י 	in the day the eighth	יֹּ֣ום 	הַשְּׁמִינִ֡י 	2	1
Leviticus 23:39	אַ֡ךְ בַּחֲמִשָּׁה֩ עָשָׂ֨ר יֹ֜ום לַחֹ֣דֶשׁ הַשְּׁבִיעִ֗י 	only in five -teen day to the month the seventh	חֹ֣דֶשׁ 	הַשְּׁבִיעִ֗י 	2	1
Leviticus 23:39	בַּיֹּ֤ום הָֽרִאשֹׁון֙ 	in the day the first	יֹּ֤ום 	הָֽרִאשֹׁון֙ 	2	1
Leviticus 23:39	בַיֹּ֥ום הַשְּׁמִינִ֖י 	in the day the eighth	יֹּ֥ום 	הַשְּׁמִינִ֖י 	2	1
Leviticus 23:40	בַּיֹּ֣ום הָרִאשֹׁ֗ון 	in the day the first	יֹּ֣ום 	הָרִאשֹׁ֗ון 	2	1
Leviticus 23:40	פְּרִ֨י עֵ֤ץ הָדָר֙ כַּפֹּ֣ת תְּמָרִ֔ים וַעֲנַ֥ף עֵץ־עָבֹ֖ת וְעַרְבֵי־נָ֑חַל 	fruit tree ornament shoot date-palm and branches tree branchy and poplar wadi	עֲנַ֥ף עֵץ־	עָבֹ֖ת 	2	2
Leviticus 23:41	בַּחֹ֥דֶשׁ הַשְּׁבִיעִ֖י 	in the month the seventh	חֹ֥דֶשׁ 	הַשְּׁבִיעִ֖י 	2	1
Leviticus 24:2	שֶׁ֣מֶן זַ֥יִת זָ֛ךְ כָּתִ֖ית לַמָּאֹ֑ור 	oil olive pure beaten, pure to the lamp	שֶׁ֣מֶן זַ֥יִת 	זָ֛ךְ כָּתִ֖ית 	2	2
Leviticus 24:4	עַ֚ל הַמְּנֹרָ֣ה הַטְּהֹרָ֔ה 	upon the lamp stand the pure	הַמְּנֹרָ֣ה 	הַטְּהֹרָ֔ה 	2	1
Leviticus 24:6	עַ֛ל הַשֻּׁלְחָ֥ן הַטָּהֹ֖ר 	upon the table the pure	הַשֻּׁלְחָ֥ן 	הַטָּהֹ֖ר 	2	1
Leviticus 24:7	לְבֹנָ֣ה זַכָּ֑ה 	incense pure	לְבֹנָ֣ה 	זַכָּ֑ה 	1	1
Leviticus 24:9	בְּמָקֹ֣ום קָדֹ֑שׁ 	in place holy	מָקֹ֣ום 	קָדֹ֑שׁ 	1	1
Leviticus 24:10	בֶּן־אִשָּׁ֣ה יִשְׂרְאֵלִ֔ית 	son woman Israelite	אִשָּׁ֣ה 	יִשְׂרְאֵלִ֔ית 	1	1
Leviticus 24:10	בֶּן־אִ֣ישׁ מִצְרִ֔י 	son man Egyptian	אִ֣ישׁ 	מִצְרִ֔י 	1	1
Leviticus 24:11	בֶּן־הָֽאִשָּׁ֨ה הַיִּשְׂרְאֵלִ֤ית 	son the woman the Israelite	הָֽאִשָּׁ֨ה 	הַיִּשְׂרְאֵלִ֤ית 	2	1
Leviticus 25:4	בַשָּׁנָ֣ה הַשְּׁבִיעִ֗ת 	in the year the seventh	שָּׁנָ֣ה 	הַשְּׁבִיעִ֗ת 	2	1
Leviticus 25:9	בַּחֹ֣דֶשׁ הַשְּׁבִעִ֔י בֶּעָשֹׂ֖ור לַחֹ֑דֶשׁ 	in the month the seventh in the a ten to the month	חֹ֣דֶשׁ 	הַשְּׁבִעִ֔י 	2	1
Leviticus 25:20	בַּשָּׁנָ֣ה הַשְּׁבִיעִ֑ת 	in the year the seventh	שָּׁנָ֣ה 	הַשְּׁבִיעִ֑ת 	2	1
Leviticus 25:21	בַּשָּׁנָ֖ה הַשִּׁשִּׁ֑ית 	in the year the sixth	שָּׁנָ֖ה 	הַשִּׁשִּׁ֑ית 	2	1
Leviticus 25:22	אֵ֚ת הַשָּׁנָ֣ה הַשְּׁמִינִ֔ת 	<object marker> the year the eighth	הַשָּׁנָ֣ה 	הַשְּׁמִינִ֔ת 	2	1
Leviticus 25:22	עַ֣ד ׀ הַשָּׁנָ֣ה הַתְּשִׁיעִ֗ת 	unto the year the ninth	הַשָּׁנָ֣ה 	הַתְּשִׁיעִ֗ת 	2	1
Leviticus 25:30	שָׁנָ֣ה תְמִימָה֒ 	year complete	שָׁנָ֣ה 	תְמִימָה֒ 	1	1
Leviticus 26:6	חַיָּ֤ה רָעָה֙ 	wild animal evil	חַיָּ֤ה 	רָעָה֙ 	1	1
Leviticus 26:10	יָשָׁ֖ן נֹושָׁ֑ן 	old be old	יָשָׁ֖ן 	נֹושָׁ֑ן 	1	0
Leviticus 26:36	קֹ֚ול עָלֶ֣ה נִדָּ֔ף 	sound leafage scatter	קֹ֚ול עָלֶ֣ה 	נִדָּ֔ף 	2	2
Leviticus 26:41	לְבָבָם֙ הֶֽעָרֵ֔ל 	heart the uncircumcised	לְבָבָם֙ 	הֶֽעָרֵ֔ל 	1	1
Leviticus 27:11	כָּל־בְּהֵמָ֣ה טְמֵאָ֔ה 	whole cattle unclean	בְּהֵמָ֣ה 	טְמֵאָ֔ה 	1	1
Leviticus 27:20	לְאִ֣ישׁ אַחֵ֑ר 	to man other	אִ֣ישׁ 	אַחֵ֑ר 	1	1
Leviticus 27:27	בַּבְּהֵמָ֤ה הַטְּמֵאָה֙ 	in the cattle the unclean	בְּהֵמָ֤ה 	הַטְּמֵאָה֙ 	2	1
Numbers 1:1	בְּאֶחָד֩ לַחֹ֨דֶשׁ הַשֵּׁנִ֜י בַּשָּׁנָ֣ה הַשֵּׁנִ֗ית 	in one to the month the second in the year the second	חֹ֨דֶשׁ 	הַשֵּׁנִ֜י 	2	1
Numbers 1:1	בְּאֶחָד֩ לַחֹ֨דֶשׁ הַשֵּׁנִ֜י בַּשָּׁנָ֣ה הַשֵּׁנִ֗ית 	in one to the month the second in the year the second	שָּׁנָ֣ה 	הַשֵּׁנִ֗ית 	2	1
Numbers 1:2	אֶת־רֹאשׁ֙ כָּל־עֲדַ֣ת בְּנֵֽי־יִשְׂרָאֵ֔ל לְמִשְׁפְּחֹתָ֖ם לְבֵ֣ית אֲבֹתָ֑ם בְּמִסְפַּ֣ר שֵׁמֹ֔ות כָּל־זָכָ֖ר לְגֻלְגְּלֹתָֽם׃ 	<object marker> head whole gathering son Israel to clan to house father in number name whole male to skull	כָּל־	זָכָ֖ר 	1	1
Numbers 1:18	בְּאֶחָד֙ לַחֹ֣דֶשׁ הַשֵּׁנִ֔י 	in one to the month the second	חֹ֣דֶשׁ 	הַשֵּׁנִ֔י 	2	1
Numbers 1:20	בְנֵֽי־רְאוּבֵן֙ בְּכֹ֣ר יִשְׂרָאֵ֔ל תֹּולְדֹתָ֥ם לְמִשְׁפְּחֹתָ֖ם לְבֵ֣ית אֲבֹתָ֑ם בְּמִסְפַּ֤ר שֵׁמֹות֙ לְגֻלְגְּלֹתָ֔ם כָּל־זָכָ֗ר מִבֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָמַ֔עְלָה כֹּ֖ל יֹצֵ֥א צָבָֽא׃ 	son Reuben first-born Israel generations to clan to house father in number name to skull whole male from son twenty year and top whole go out service	כָּל־	זָכָ֗ר 	1	1
Numbers 1:22	תֹּולְדֹתָ֥ם לְמִשְׁפְּחֹתָ֖ם לְבֵ֣ית אֲבֹתָ֑ם פְּקֻדָ֗יו בְּמִסְפַּ֤ר שֵׁמֹות֙ לְגֻלְגְּלֹתָ֔ם כָּל־זָכָ֗ר מִבֶּ֨ן עֶשְׂרִ֤ים שָׁנָה֙ וָמַ֔עְלָה כֹּ֖ל יֹצֵ֥א צָבָֽא׃ 	generations to clan to house father miss in number name to skull whole male from son twenty year and top whole go out service	כָּל־	זָכָ֗ר 	1	1
Numbers 3:3	שְׁמֹות֙ בְּנֵ֣י אַהֲרֹ֔ן הַכֹּהֲנִ֖ים הַמְּשֻׁחִ֑ים 	name son Aaron the priest the smear	הַכֹּהֲנִ֖ים 	הַמְּשֻׁחִ֑ים 	2	1
Numbers 3:4	אֵ֨שׁ זָרָ֜ה 	fire strange	אֵ֨שׁ 	זָרָ֜ה 	1	1
Numbers 3:10	הַזָּ֥ר הַקָּרֵ֖ב 	the strange the approaching	הַזָּ֥ר 	הַקָּרֵ֖ב 	2	0
Numbers 3:15	כָּל־זָכָ֛ר מִבֶּן־חֹ֥דֶשׁ וָמַ֖עְלָה 	whole male from son month and top	כָּל־	זָכָ֛ר 	1	1
Numbers 3:28	בְּמִסְפַּר֙ כָּל־זָכָ֔ר מִבֶּן־חֹ֖דֶשׁ וָמָ֑עְלָה 	in number whole male from son month and top	מִסְפַּר֙ כָּל־	זָכָ֔ר 	2	2
Numbers 3:34	פְקֻדֵיהֶם֙ בְּמִסְפַּ֣ר כָּל־זָכָ֔ר מִבֶּן־חֹ֖דֶשׁ וָמָ֑עְלָה 	miss in number whole male from son month and top	מִסְפַּ֣ר כָּל־	זָכָ֔ר 	2	2
Numbers 3:38	הַזָּ֥ר הַקָּרֵ֖ב 	the strange the approaching	הַזָּ֥ר 	הַקָּרֵ֖ב 	2	0
Numbers 3:39	כָּל־פְּקוּדֵ֨י הַלְוִיִּ֜ם כָּל־זָכָר֙ מִבֶּן־חֹ֣דֶשׁ וָמַ֔עְלָה 	whole miss the Levite whole male from son month and top	כָּל־	זָכָר֙ 	1	1
Numbers 3:40	כָּל־בְּכֹ֤ר זָכָר֙ לִבְנֵ֣י יִשְׂרָאֵ֔ל מִבֶּן־חֹ֖דֶשׁ וָמָ֑עְלָה 	whole first-born male to son Israel from son month and top	בְּכֹ֤ר 	זָכָר֙ 	1	1
Numbers 3:43	כָל־בְּכֹ֨ור זָכָ֜ר בְּמִסְפַּ֥ר שֵׁמֹ֛ות מִבֶּן־חֹ֥דֶשׁ וָמַ֖עְלָה לִפְקֻדֵיהֶ֑ם 	whole first-born male in number name from son month and top to miss	בְּכֹ֨ור 	זָכָ֜ר 	1	1
Numbers 5:17	מַ֥יִם קְדֹשִׁ֖ים 	water holy	מַ֥יִם 	קְדֹשִׁ֖ים 	1	1
Numbers 5:18	מֵ֥י הַמָּרִ֖ים הַמְאָֽרֲרִֽים׃ 	water the bitter the curse	מֵ֥י הַמָּרִ֖ים 	הַמְאָֽרֲרִֽים׃ 	3	1
Numbers 5:19	מִמֵּ֛י הַמָּרִ֥ים הַֽמְאָרֲרִ֖ים הָאֵֽלֶּה׃ 	from water the bitter the curse the these	מֵּ֛י הַמָּרִ֥ים 	הַֽמְאָרֲרִ֖ים 	3	1
Numbers 5:22	הַמַּ֨יִם הַמְאָרְרִ֤ים הָאֵ֨לֶּה֙ 	the water the curse the these	הַמַּ֨יִם 	הַמְאָרְרִ֤ים 	2	1
Numbers 5:24	אֶת־מֵ֥י הַמָּרִ֖ים הַמְאָֽרֲרִ֑ים 	<object marker> water the bitter the curse	מֵ֥י הַמָּרִ֖ים 	הַמְאָֽרֲרִ֑ים 	3	1
Numbers 5:24	הַמַּ֥יִם הַֽמְאָרֲרִ֖ים 	the water the curse	הַמַּ֥יִם 	הַֽמְאָרֲרִ֖ים 	2	1
Numbers 5:27	הַמַּ֤יִם הַמְאָֽרֲרִים֙ 	the water the curse	הַמַּ֤יִם 	הַמְאָֽרֲרִים֙ 	2	1
Numbers 6:3	עֲנָבִ֛ים לַחִ֥ים וִיבֵשִׁ֖ים 	grape fresh and dry	עֲנָבִ֛ים 	לַחִ֥ים וִיבֵשִׁ֖ים 	1	1
Numbers 6:9	בַּיֹּ֥ום הַשְּׁבִיעִ֖י 	in the day the seventh	יֹּ֥ום 	הַשְּׁבִיעִ֖י 	2	1
Numbers 6:10	בַיֹּ֣ום הַשְּׁמִינִ֗י 	in the day the eighth	יֹּ֣ום 	הַשְּׁמִינִ֗י 	2	1
Numbers 6:12	הַיָּמִ֤ים הָרִאשֹׁנִים֙ 	the day the first	הַיָּמִ֤ים 	הָרִאשֹׁנִים֙ 	2	1
Numbers 6:19	אֶת־הַזְּרֹ֣עַ בְּשֵׁלָה֮ 	<object marker> the arm cooked	הַזְּרֹ֣עַ 	בְּשֵׁלָה֮ 	2	1
Numbers 7:12	בַּיֹּ֥ום הָרִאשֹׁ֖ון 	in the day the first	יֹּ֥ום 	הָרִאשֹׁ֖ון 	2	1
Numbers 7:18	בַּיֹּום֙ הַשֵּׁנִ֔י 	in the day the second	יֹּום֙ 	הַשֵּׁנִ֔י 	2	1
Numbers 7:24	בַּיֹּום֙ הַשְּׁלִישִׁ֔י 	in the day the third	יֹּום֙ 	הַשְּׁלִישִׁ֔י 	2	1
Numbers 7:30	בַּיֹּום֙ הָרְבִיעִ֔י 	in the day the fourth	יֹּום֙ 	הָרְבִיעִ֔י 	2	1
Numbers 7:36	בַּיֹּום֙ הַחֲמִישִׁ֔י 	in the day the fifth	יֹּום֙ 	הַחֲמִישִׁ֔י 	2	1
Numbers 7:42	בַּיֹּום֙ הַשִּׁשִּׁ֔י 	in the day the sixth	יֹּום֙ 	הַשִּׁשִּׁ֔י 	2	1
Numbers 7:48	בַּיֹּום֙ הַשְּׁבִיעִ֔י 	in the day the seventh	יֹּום֙ 	הַשְּׁבִיעִ֔י 	2	1
Numbers 7:54	בַּיֹּום֙ הַשְּׁמִינִ֔י 	in the day the eighth	יֹּום֙ 	הַשְּׁמִינִ֔י 	2	1
Numbers 7:60	בַּיֹּום֙ הַתְּשִׁיעִ֔י 	in the day the ninth	יֹּום֙ 	הַתְּשִׁיעִ֔י 	2	1
Numbers 7:66	בַּיֹּום֙ הָעֲשִׂירִ֔י 	in the day the tenth	יֹּום֙ 	הָעֲשִׂירִ֔י 	2	1
Numbers 8:8	פַר־שֵׁנִ֥י בֶן־בָּקָ֖ר 	young bull second son cattle	פַר־	שֵׁנִ֥י 	1	1
Numbers 9:1	בַּשָּׁנָ֨ה הַשֵּׁנִ֜ית 	in the year the second	שָּׁנָ֨ה 	הַשֵּׁנִ֜ית 	2	1
Numbers 9:1	בַּחֹ֥דֶשׁ הָרִאשֹׁ֖ון 	in the month the first	חֹ֥דֶשׁ 	הָרִאשֹׁ֖ון 	2	1
Numbers 9:10	בְדֶ֨רֶךְ רְחֹקָ֜הׄ 	in way remote	דֶ֨רֶךְ 	רְחֹקָ֜הׄ 	1	1
Numbers 9:11	בַּחֹ֨דֶשׁ הַשֵּׁנִ֜י בְּאַרְבָּעָ֨ה עָשָׂ֥ר יֹ֛ום 	in the month the second in four -teen day	חֹ֨דֶשׁ 	הַשֵּׁנִ֜י 	2	1
Numbers 9:19	יָמִ֣ים רַבִּ֑ים 	day much	יָמִ֣ים 	רַבִּ֑ים 	1	1
Numbers 10:6	תְּרוּעָה֙ שֵׁנִ֔ית 	shouting second	תְּרוּעָה֙ 	שֵׁנִ֔ית 	1	1
Numbers 10:11	בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ 	in the year the second in the month the second in twenty in the month	שָּׁנָ֧ה 	הַשֵּׁנִ֛ית 	2	1
Numbers 10:11	בַּשָּׁנָ֧ה הַשֵּׁנִ֛ית בַּחֹ֥דֶשׁ הַשֵּׁנִ֖י בְּעֶשְׂרִ֣ים בַּחֹ֑דֶשׁ 	in the year the second in the month the second in twenty in the month	חֹ֥דֶשׁ 	הַשֵּׁנִ֖י 	2	1
Numbers 11:33	מַכָּ֖ה רַבָּ֥ה מְאֹֽד׃ 	blow much might	מַכָּ֖ה 	רַבָּ֥ה מְאֹֽד׃ 	1	1
Numbers 11:34	אֶת־הָעָ֖ם הַמִּתְאַוִּֽים׃ 	<object marker> the people the wish	הָעָ֖ם 	הַמִּתְאַוִּֽים׃ 	2	1
Numbers 12:1	עַל־אֹדֹ֛ות הָאִשָּׁ֥ה הַכֻּשִׁ֖ית 	upon inducement the woman the Ethiopian	הָאִשָּׁ֥ה 	הַכֻּשִׁ֖ית 	2	1
Numbers 12:1	אִשָּׁ֥ה כֻשִׁ֖ית 	woman Ethiopian	אִשָּׁ֥ה 	כֻשִׁ֖ית 	1	1
Numbers 13:28	בְּצֻרֹ֤ות גְּדֹלֹת֙ מְאֹ֔ד 	fortified great might	בְּצֻרֹ֤ות 	גְּדֹלֹת֙ מְאֹ֔ד 	1	0
Numbers 14:12	לְגֹוי־גָּדֹ֥ול וְעָצ֖וּם מִמֶּֽנּוּ׃ 	to people great and mighty from	גֹוי־	גָּדֹ֥ול וְעָצ֖וּם 	1	1
Numbers 14:24	ר֤וּחַ אַחֶ֨רֶת֙ 	wind other	ר֤וּחַ 	אַחֶ֨רֶת֙ 	1	1
Numbers 14:27	לָעֵדָ֤ה הָֽרָעָה֙ הַזֹּ֔את 	to the gathering the evil the this	עֵדָ֤ה 	הָֽרָעָה֙ 	2	1
Numbers 14:35	לְכָל־הָעֵדָ֤ה הָֽרָעָה֙ הַזֹּ֔את 	to whole the gathering the evil the this	הָעֵדָ֤ה 	הָֽרָעָה֙ 	2	1
Numbers 14:37	דִבַּת־הָאָ֖רֶץ רָעָ֑ה 	evil report the earth evil	דִבַּת־הָאָ֖רֶץ 	רָעָ֑ה 	3	2
Numbers 15:15	לָכֶ֖ם וְלַגֵּ֣ר הַגָּ֑ר 	to and to the sojourner the dwell	גֵּ֣ר 	הַגָּ֑ר 	2	1
Numbers 15:30	בְּיָ֣ד רָמָ֗ה 	in hand be high	יָ֣ד 	רָמָ֗ה 	1	1
Numbers 16:26	מֵעַל֩ אָהֳלֵ֨י הָאֲנָשִׁ֤ים הָֽרְשָׁעִים֙ הָאֵ֔לֶּה 	from upon tent the man the guilty the these	הָאֲנָשִׁ֤ים 	הָֽרְשָׁעִים֙ 	2	1
Numbers 17:5	אִ֣ישׁ זָ֗ר 	man strange	אִ֣ישׁ 	זָ֗ר 	1	1
Numbers 18:10	כָּל־זָכָר֙ 	whole male	כָּל־	זָכָר֙ 	1	1
Numbers 18:11	כָּל־טָהֹ֥ור בְּבֵיתְךָ֖ 	whole pure in house	כָּל־	טָהֹ֥ור 	1	1
Numbers 18:13	כָּל־טָהֹ֥ור בְּבֵיתְךָ֖ 	whole pure in house	כָּל־	טָהֹ֥ור 	1	1
Numbers 18:15	אֵ֛ת בְּכֹֽור־הַבְּהֵמָ֥ה הַטְּמֵאָ֖ה 	<object marker> first-born the cattle the unclean	הַבְּהֵמָ֥ה 	הַטְּמֵאָ֖ה 	2	1
Numbers 19:2	פָרָ֨ה אֲדֻמָּ֜ה תְּמִימָ֗ה 	cow red complete	פָרָ֨ה 	אֲדֻמָּ֜ה תְּמִימָ֗ה 	1	1
Numbers 19:9	אִ֣ישׁ טָהֹ֗ור 	man pure	אִ֣ישׁ 	טָהֹ֗ור 	1	1
Numbers 19:9	בְּמָקֹ֣ום טָהֹ֑ור 	in place pure	מָקֹ֣ום 	טָהֹ֑ור 	1	1
Numbers 19:12	בַּיֹּ֧ום הַשְּׁלִישִׁ֛י 	in the day the third	יֹּ֧ום 	הַשְּׁלִישִׁ֛י 	2	1
Numbers 19:12	בַיֹּ֥ום הַשְּׁבִיעִ֖י 	in the day the seventh	יֹּ֥ום 	הַשְּׁבִיעִ֖י 	2	1
Numbers 19:12	בַּיֹּ֧ום הַשְּׁלִישִׁ֛י 	in the day the third	יֹּ֧ום 	הַשְּׁלִישִׁ֛י 	2	1
Numbers 19:12	בַיֹּ֥ום הַשְּׁבִיעִ֖י 	in the day the seventh	יֹּ֥ום 	הַשְּׁבִיעִ֖י 	2	1
Numbers 19:15	כֹל֙ כְּלִ֣י פָת֔וּחַ 	whole tool open	כְּלִ֣י 	פָת֔וּחַ 	1	1
Numbers 19:17	מַ֥יִם חַיִּ֖ים 	water alive	מַ֥יִם 	חַיִּ֖ים 	1	1
Numbers 19:18	אִ֣ישׁ טָהֹור֒ 	man pure	אִ֣ישׁ 	טָהֹור֒ 	1	1
Numbers 19:19	בַּיֹּ֥ום הַשְּׁלִישִׁ֖י וּבַיֹּ֣ום הַשְּׁבִיעִ֑י 	in the day the third and in the day the seventh	יֹּ֥ום 	הַשְּׁלִישִׁ֖י 	2	1
Numbers 19:19	בַּיֹּ֥ום הַשְּׁלִישִׁ֖י וּבַיֹּ֣ום הַשְּׁבִיעִ֑י 	in the day the third and in the day the seventh	יֹּ֣ום 	הַשְּׁבִיעִ֑י 	2	1
